Profesor	Id. Asignatura	Horas	Resp	Asignatura
Anonimizado 77				
Anonimizado 77				
Anonimizado 77				
Anonimizado 77				
Anonimizado 77				
Anonimizado 78	313	50		Trabajo Fin de Grado
Anonimizado 78	254	20		Juegos para Web y Redes Sociales
Anonimizado 78				
Anonimizado 78				
Anonimizado 78				
Anonimizado 78				
Anonimizado 78				
Anonimizado 78				
Anonimizado 78				
Anonimizado 78				
Anonimizado 78				
Anonimizado 78				
Anonimizado 79	124	60	1	Métodos Operativos y Estadísticos de Gestión
Anonimizado 79	297	60	1	Estadística Matemática
Anonimizado 79	288	66	1	Matemáticas III
Anonimizado 79				
Anonimizado 79				
Anonimizado 79				
Anonimizado 79				
Anonimizado 79				
Anonimizado 79				
Anonimizado 79				
Anonimizado 79				
Anonimizado 79				
Anonimizado 80	83	60		Introducción a la Programación (Grupo 2)
Anonimizado 80	178	60	1	ICT in Education
Anonimizado 80				
Anonimizado 80				
Anonimizado 80				
Anonimizado 80				
Anonimizado 80				
Anonimizado 80				
Anonimizado 80				
Anonimizado 80				
Anonimizado 80				
Anonimizado 80				
Anonimizado 81	203	20		Desarrollo de Juegos con Inteligencia Artificial
Anonimizado 81	242	40		Desarrollo de Juegos con Inteligencia Artificial
Anonimizado 81	211	30		Realidad Virtual
Anonimizado 81				
Anonimizado 81				
Anonimizado 81				
Anonimizado 81				
Anonimizado 81				
Anonimizado 81				
Anonimizado 81				
Anonimizado 81				
Anonimizado 81				
Anonimizado 82	212	30		Comportamiento de Personajes
Anonimizado 82	211	60	1	Realidad Virtual
Anonimizado 82	41	20		Robótica y Domótica
Anonimizado 82	313	10		Trabajo Fin de Grado
Anonimizado 82				
Anonimizado 82				
Anonimizado 82				
Anonimizado 82				
Anonimizado 82				
Anonimizado 82				
Anonimizado 82				
Anonimizado 82				
Anonimizado 83	231	60	1	Programación Visual
Anonimizado 83	192	60	1	Programación Visual
Anonimizado 83	182	60	1	Informática y Competencia Digital Docente
Anonimizado 83	173	30		Informática y Competencia Digital Docente
Anonimizado 83	313	8		Trabajo Fin de Grado
Anonimizado 83				
Anonimizado 83				
Anonimizado 83				
Anonimizado 83				
Anonimizado 83				
Anonimizado 83				
Anonimizado 83				
Anonimizado 84	176	60	1	Estadística
Anonimizado 84	302	30	1	Estadística
Anonimizado 84	313	60		Trabajo Fin de Grado
Anonimizado 84	235	20		Estadística
Anonimizado 84				
Anonimizado 84				
Anonimizado 84				
Anonimizado 84				
Anonimizado 84				
Anonimizado 84				
Anonimizado 84				
Anonimizado 84				
Anonimizado 85	7	30		Optimización y Análisis de Redes
Anonimizado 85	100	60	1	Investigación Operativa
Anonimizado 85	295	30		Métodos Estadísticos de Gestión e Investigación
Anonimizado 85	75	15		Visión Artificial
Anonimizado 85	280	15		Visión Artificial Aplicada a la Ciberseguridad
Anonimizado 85	227	10		Matemática Discreta
Anonimizado 85	121	20		Diseño y Análisis de Algoritmos
Anonimizado 85				
Anonimizado 85				
Anonimizado 85				
Anonimizado 85				
Anonimizado 85				
Anonimizado 86	79	60	1	Fundamentos Fí­sicos de la Informática
Anonimizado 86	46	60		Fundamentos de Computadores (Grupo 1)
Anonimizado 86				
Anonimizado 86				
Anonimizado 86				
Anonimizado 86				
Anonimizado 86				
Anonimizado 86				
Anonimizado 86				
Anonimizado 86				
Anonimizado 86				
Anonimizado 86				
Anonimizado 87	313	15		Trabajo Fin de Grado
Anonimizado 87	139	60	1	Arquitecturas Avanzadas de Computadores
Anonimizado 87	72	60	1	Arquitecturas Avanzadas de Computadores
Anonimizado 87	80	10		Introducción a la Informática (Grupo 1)
Anonimizado 87				
Anonimizado 87				
Anonimizado 87				
Anonimizado 87				
Anonimizado 87				
Anonimizado 87				
Anonimizado 87				
Anonimizado 87				
Anonimizado 88	58	45	1	Programación Orientada a Objetos
Anonimizado 88	239	30		Programación Avanzada
Anonimizado 88	57	60	1	Organización y Arquitectura de Computadores
Anonimizado 88	125	30		Organización y Arquitectura de Computadores
Anonimizado 88	193	0		Arquitecturas Gráficas
Anonimizado 88				
Anonimizado 88	86	10		Arquitectura e Ingeniería de Computadores
Anonimizado 88				
Anonimizado 88				
Anonimizado 88				
Anonimizado 88				
Anonimizado 88				
Anonimizado 89	260	60	1	Lógica
Anonimizado 89	303	60	1	Lógica
Anonimizado 89	98	20		Ingeniería del Conocimiento
Anonimizado 89	66	30		Programación Declarativa
Anonimizado 89	63	20		Inteligencia Artificial
Anonimizado 89	131	10		Inteligencia Artificial
Anonimizado 89	308	30		Programación Declarativa
Anonimizado 89				
Anonimizado 89				
Anonimizado 89				
Anonimizado 89				
Anonimizado 89				
Anonimizado 90	237	60	1	Informática Gráfica
Anonimizado 90	313	40		Trabajo Fin de Grado
Anonimizado 90				
Anonimizado 90				
Anonimizado 90				
Anonimizado 90				
Anonimizado 90				
Anonimizado 90				
Anonimizado 90				
Anonimizado 90				
Anonimizado 90				
Anonimizado 90				
Anonimizado 91	278	30	1	Sistemas de Información
Anonimizado 91	34	60	1	Interacción Persona-Ordenador
Anonimizado 91	214	20		Gestión y Dirección de Proyectos
Anonimizado 91				
Anonimizado 91	99	30		Interacción Persona-Ordenador
Anonimizado 91	275	30		Metodologías de Desarrollo Seguro
Anonimizado 91				
Anonimizado 91				
Anonimizado 91				
Anonimizado 91				
Anonimizado 91				
Anonimizado 91				
Anonimizado 92	198	20		Informática Gráfica
Anonimizado 92	212	20	1	Comportamiento de Personajes
Anonimizado 92	251	30	1	Comportamiento de Personajes
Anonimizado 92	250	60		Realidad Virtual
Anonimizado 92	240	60		Algoritmos para Juegos
Anonimizado 92	225	30		Estructuras de Datos
Anonimizado 92	209	20		Personajes y Escenarios
Anonimizado 92				
Anonimizado 92				
Anonimizado 92				
Anonimizado 92				
Anonimizado 92				
Anonimizado 93	18	60		Tecnología de Computadores (Grupo 2)
Anonimizado 93	257	60	1	Fundamentos Físicos de la Informática
Anonimizado 93	193	60	1	Arquitecturas Gráficas
Anonimizado 93				
Anonimizado 93				
Anonimizado 93				
Anonimizado 93				
Anonimizado 93				
Anonimizado 93				
Anonimizado 93				
Anonimizado 93				
Anonimizado 93				
Anonimizado 94	17	40	1	Tecnología de Computadores (Grupo 1)
Anonimizado 94	260	10		Lógica
Anonimizado 94	303	30		Lógica
Anonimizado 94	64	10		Interacción Persona-Ordenador
Anonimizado 94	257	20		Fundamentos Físicos de la Informática
Anonimizado 94	179	60	1	Computer Science and Digital Competence
Anonimizado 94	141	30		Sistemas Basados en Conocimiento
Anonimizado 94	178	30		ICT in Education
Anonimizado 94				
Anonimizado 94				
Anonimizado 94				
Anonimizado 94				
Anonimizado 95	259	60		Introducción a la Programación
Anonimizado 95	15	60	1	Introducción a la Programación (Grupo 1)
Anonimizado 95	205	60	1	Gestión de Datos en Medios Digitales
Anonimizado 95	244	60	1	Gestión de Datos en Medios Digitales
Anonimizado 95				
Anonimizado 95				
Anonimizado 95				
Anonimizado 95				
Anonimizado 95				
Anonimizado 95				
Anonimizado 95				
Anonimizado 95				
Anonimizado 96	185	60	1	Diseño Digital 3D
Anonimizado 96	224	60	1	Diseño Digital 3D
Anonimizado 96	241	60		Animación 3D
Anonimizado 96	223	30		Diseño Digital 2D
Anonimizado 96	313	58		Trabajo Fin de Grado
Anonimizado 96				
Anonimizado 96				
Anonimizado 96				
Anonimizado 96				
Anonimizado 96				
Anonimizado 96				
Anonimizado 96				
Anonimizado 97	210	30	1	Procesadores Gráficos Avanzados
Anonimizado 97	62	30	1	Estructuras de Datos Avanzadas
Anonimizado 97	77	60	1	Estructuras de Datos (Grupo 1)
Anonimizado 97	249	60		Procesadores Gráficos Avanzados
Anonimizado 97	284	30	1	Pentesting
Anonimizado 97	82	40	1	Introducción a la Programación (Grupo 1)
Anonimizado 97				
Anonimizado 97				
Anonimizado 97				
Anonimizado 97				
Anonimizado 97				
Anonimizado 97				
Anonimizado 98	49	60	1	Introducción a la Programación (Grupo 1)
Anonimizado 98	55	60	1	Ingeniería del Software
Anonimizado 98	299	60	1	Modelado del Software
Anonimizado 98	277	60	1	Seguridad en Bases de Datos
Anonimizado 98	20	60	1	Bases de Datos
Anonimizado 98				
Anonimizado 98				
Anonimizado 98				
Anonimizado 98				
Anonimizado 98				
Anonimizado 98				
Anonimizado 98				
Anonimizado 99	207	60	1	Interacción Persona-Máquina y Usabilidad
Anonimizado 99				
Anonimizado 99	214	60	1	Gestión y Dirección de Proyectos
Anonimizado 99				
Anonimizado 99	32	60	1	Dirección y Gestión de Proyectos
Anonimizado 99	195	30	1	Empresa y Videojuegos
Anonimizado 99	199	15		Proceso de Desarrollo de Videojuegos
Anonimizado 99	99	60	1	Interacción Persona-Ordenador
Anonimizado 99				
Anonimizado 99				
Anonimizado 99				
Anonimizado 99				
Anonimizado 100	280	15	1	Visión Artificial Aplicada a la Ciberseguridad
Anonimizado 100	185	30		Diseño Digital 3D
Anonimizado 100	92	60	1	Programación Orientada a Objetos
Anonimizado 100				
Anonimizado 100	59	60	1	Redes de Computadores
Anonimizado 100	202	60		Animación 3D
Anonimizado 100	313	15		Trabajo Fin de Grado
Anonimizado 100				
Anonimizado 100				
Anonimizado 100				
Anonimizado 100				
Anonimizado 100				
Anonimizado 101	204	60	1	Entornos Multijugador
Anonimizado 101	243	60	1	Entornos Multijugador
Anonimizado 101	254	60	1	Juegos para Web y Redes Sociales
Anonimizado 101	215	60	1	Juegos para Web y Redes Sociales
Anonimizado 101	313	60		Trabajo Fin de Grado
Anonimizado 101				
Anonimizado 101				
Anonimizado 101				
Anonimizado 101				
Anonimizado 101				
Anonimizado 101				
Anonimizado 101				
Anonimizado 102	313	30		Trabajo Fin de Grado
Anonimizado 102	101	25		Procesos de Software
Anonimizado 102	273	25		Ingeniería del Software
Anonimizado 102				
Anonimizado 102	60	40		Teoría de Autómatas y Lenguajes Formales
Anonimizado 102				
Anonimizado 102	94	60	1	Calidad del Software
Anonimizado 102	199	49	1	Proceso de Desarrollo de Videojuegos
Anonimizado 102	26	20		Redes de Computadores
Anonimizado 102	93	20		Redes de Computadores
Anonimizado 102	59	20		Redes de Computadores
Anonimizado 102				
Anonimizado 103	262	60	1	Bases de Datos
Anonimizado 103	263	60	1	Desarrollo Web Seguro
Anonimizado 103	194	60	1	Bases de Datos
Anonimizado 103	89	55	1	Fundamentos de la Web
Anonimizado 103	68	20		Sistemas Distribuidos
Anonimizado 103	233	30		Bases de Datos
Anonimizado 103				
Anonimizado 103				
Anonimizado 103				
Anonimizado 103				
Anonimizado 103				
Anonimizado 103				
Anonimizado 104	247	60	1	Juegos en Red
Anonimizado 104	246	60	1	Interacción Persona-Máquina y Usabilidad
Anonimizado 104	252	60	1	Desarrollo de Aplicaciones para Dispositivos Móviles
Anonimizado 104	229	30	1	Multimedia
Anonimizado 104	253	20		Gestión y Dirección de Proyectos
Anonimizado 104	228	30		Modelado Geométrico
Anonimizado 104	313	10		Trabajo Fin de Grado
Anonimizado 104	250	30		Realidad Virtual
Anonimizado 104				
Anonimizado 104				
Anonimizado 104				
Anonimizado 104				
Anonimizado 105	256	30		Estructuras de Datos
Anonimizado 105	67	30		Seguridad Informática
Anonimizado 105	102	40	1	Seguridad Informática
Anonimizado 105	113	30		Estructuras de Datos (Grupo 1)
Anonimizado 105				
Anonimizado 105				
Anonimizado 105				
Anonimizado 105				
Anonimizado 105				
Anonimizado 105				
Anonimizado 105				
Anonimizado 105				
Anonimizado 106	54	25		Estructura de Computadores
Anonimizado 106	58	45		Programación Orientada a Objetos
Anonimizado 106	112	20		Estadística
Anonimizado 106	81	60	1	Introducción a la Informática (Grupo 2)
Anonimizado 106	74	60	1	Sistemas de Información
Anonimizado 106	142	60	1	Sistemas de Información
Anonimizado 106	255	20		Estadística
Anonimizado 106				
Anonimizado 106				
Anonimizado 106				
Anonimizado 106				
Anonimizado 106				
Anonimizado 107	313	10		Trabajo Fin de Grado
Anonimizado 107				
Anonimizado 107	215	20		Juegos para Web y Redes Sociales
Anonimizado 107				
Anonimizado 107	231	30		Programación Visual
Anonimizado 107	192	30		Programación Visual
Anonimizado 107				
Anonimizado 107	278	34		Sistemas de Información
Anonimizado 107	45	30		Estructuras de Datos (Grupo 2)
Anonimizado 107	115	20		Fundamentos de Computadores
Anonimizado 107				
Anonimizado 107				
Anonimizado 108	248	30		Personajes y Escenarios
Anonimizado 108	209	30		Personajes y Escenarios
Anonimizado 108	223	30		Diseño Digital 2D
Anonimizado 108				
Anonimizado 108				
Anonimizado 108				
Anonimizado 108				
Anonimizado 108				
Anonimizado 108				
Anonimizado 108				
Anonimizado 108				
Anonimizado 108				
Anonimizado 109				
Anonimizado 109	230	20		Principios Jurídicos Básicos, Deontología Profesional e Igualdad
Anonimizado 109	28	30		Ampliación de Redes de Computadores
Anonimizado 109	51	20		Principios Jurídicos Básicos: Deontología Profesional e Igualdad
Anonimizado 109	84	20		Principios Jurídicos Básicos, Deontología Profesional e Igualdad
Anonimizado 109	266	20		Principios Jurídicos Básicos Aplicados a la Ciberseguridad
Anonimizado 109	24	20		Principios Jurídicos Básicos, Deontología Profesional e Igualdad
Anonimizado 109	127	36		Redes de Computadores
Anonimizado 109	149	0		Principios Jurídicos Básicos, Deontología Profesional e Igualdad
Anonimizado 109	313	5		Trabajo Fin de Grado
Anonimizado 109				
Anonimizado 109				
Anonimizado 110				
Anonimizado 110	135	60	1	Seguridad Informática
Anonimizado 110	138	30		Sistemas Operativos
Anonimizado 110	116	20		Fundamentos Físicos de la Informática
Anonimizado 110	28	20		Ampliación de Redes de Computadores
Anonimizado 110	96	20		Diseño y Arquitectura del Software
Anonimizado 110	313	5		Trabajo Fin de Grado
Anonimizado 110	124	20		Métodos Operativos y Estadísticos de Gestión
Anonimizado 110				
Anonimizado 110				
Anonimizado 110				
Anonimizado 110				
Anonimizado 111	246	30		Interacción Persona-Máquina y Usabilidad
Anonimizado 111	253	60		Gestión y Dirección de Proyectos
Anonimizado 111	247	20		Juegos en Red
Anonimizado 111	238	20		Proceso de Desarrollo de Videojuegos
Anonimizado 111	313	5		Trabajo Fin de Grado
Anonimizado 111	252	10		Desarrollo de Aplicaciones para Dispositivos Móviles
Anonimizado 111				
Anonimizado 111				
Anonimizado 111				
Anonimizado 111				
Anonimizado 111				
Anonimizado 111				
Anonimizado 112	283	40		Inteligencia de la Seguridad
Anonimizado 112	279	30		Sistemas Operativos
Anonimizado 112	27	50		Sistemas Operativos
Anonimizado 112				
Anonimizado 112				
Anonimizado 112				
Anonimizado 112				
Anonimizado 112				
Anonimizado 112				
Anonimizado 112				
Anonimizado 112				
Anonimizado 112				
Anonimizado 113	233	30		Bases de Datos
Anonimizado 113	238	60		Proceso de Desarrollo de Videojuegos
Anonimizado 113				
Anonimizado 113				
Anonimizado 113				
Anonimizado 113				
Anonimizado 113				
Anonimizado 113				
Anonimizado 113				
Anonimizado 113				
Anonimizado 113				
Anonimizado 113				
Anonimizado 114	30	20		Computación de Altas Prestaciones
Anonimizado 114	213	40		Desarrollo de Aplicaciones para Dispositivos Móviles
Anonimizado 114	21	30		Fundamentos de Diseño de Software
Anonimizado 114	200	30		Programación Avanzada
Anonimizado 114				
Anonimizado 114				
Anonimizado 114				
Anonimizado 114				
Anonimizado 114				
Anonimizado 114				
Anonimizado 114				
Anonimizado 114				
Anonimizado 115	70	30		Sistemas Operativos
Anonimizado 115	103	30		Sistemas Operativos
Anonimizado 115	97	20		Evolución y Adaptación del Software
Anonimizado 115	57	30		Organización y Arquitectura de Computadores
Anonimizado 115	27	10		Sistemas Operativos
Anonimizado 115				
Anonimizado 115				
Anonimizado 115				
Anonimizado 115				
Anonimizado 115				
Anonimizado 115				
Anonimizado 115				
Anonimizado 116	42	60	1	Seguridad Informática
Anonimizado 116	67	50		Seguridad Informática
Anonimizado 116	123	20		Ingeniería del Software
Anonimizado 116	269	45		Seguridad en Redes
Anonimizado 116				
Anonimizado 116				
Anonimizado 116				
Anonimizado 116				
Anonimizado 116				
Anonimizado 116				
Anonimizado 116				
Anonimizado 116				
Anonimizado 117	236	30		Fundamentos de Tecnología de Videojuegos
Anonimizado 117	285	15		Protección de Infraestructuras Críticas
Anonimizado 117	90	30		Metodología de la Programación
Anonimizado 117	107	30		Programación Concurrente
Anonimizado 117				
Anonimizado 117				
Anonimizado 117				
Anonimizado 117				
Anonimizado 117				
Anonimizado 117				
Anonimizado 117				
Anonimizado 117				
Anonimizado 118	184	30		Diseño Digital 2D
Anonimizado 118	206	30		Ingeniería de Videojuegos
Anonimizado 118	245	30		Ingeniería de Videojuegos
Anonimizado 118	204	20		Entornos Multijugador
Anonimizado 118	234	30		Empresa y Videojuegos
Anonimizado 118	243	20		Entornos Multijugador
Anonimizado 118	190	20		Multimedia
Anonimizado 118				
Anonimizado 118				
Anonimizado 118				
Anonimizado 118				
Anonimizado 118				
Anonimizado 119	90	60		Metodología de la Programación
Anonimizado 119	285	30		Protección de Infraestructuras Críticas
Anonimizado 119				
Anonimizado 119				
Anonimizado 119				
Anonimizado 119				
Anonimizado 119				
Anonimizado 119				
Anonimizado 119				
Anonimizado 119				
Anonimizado 119				
Anonimizado 119				
Anonimizado 120	19	20		Arquitectura de Computadores
Anonimizado 120	193	10		Arquitecturas Gráficas
Anonimizado 120	197	30		Fundamentos de Tecnología de Videojuegos
Anonimizado 120	219	60		TIC y Lengua Española
Anonimizado 120				
Anonimizado 120				
Anonimizado 120				
Anonimizado 120				
Anonimizado 120				
Anonimizado 120				
Anonimizado 120				
Anonimizado 120				
Anonimizado 121	136	60	1	Sistemas Distribuidos
Anonimizado 121	130	10		Estructuras de Datos Avanzadas
Anonimizado 121	135	20		Seguridad Informática
Anonimizado 121				
Anonimizado 121				
Anonimizado 121				
Anonimizado 121				
Anonimizado 121				
Anonimizado 121				
Anonimizado 121				
Anonimizado 121				
Anonimizado 121				
Anonimizado 122	16	60	1	Introducción a la Programación (Grupo 2)
Anonimizado 122	129	60	1	Ampliación de Ingeniería del Software
Anonimizado 122				
Anonimizado 122				
Anonimizado 122				
Anonimizado 122				
Anonimizado 122				
Anonimizado 122				
Anonimizado 122				
Anonimizado 122				
Anonimizado 122				
Anonimizado 122				
Anonimizado 123	68	60	1	Sistemas Distribuidos
Anonimizado 123	136	20		Sistemas Distribuidos
Anonimizado 123	36	20		Programación Concurrente
Anonimizado 123	95	20		Desarrollo de Aplicaciones Web
Anonimizado 123				
Anonimizado 123				
Anonimizado 123				
Anonimizado 123				
Anonimizado 123				
Anonimizado 123				
Anonimizado 123				
Anonimizado 123				
Anonimizado 124				
Anonimizado 124				
Anonimizado 124	291	20	1	Introducción a la Programación
Anonimizado 124				
Anonimizado 124				
Anonimizado 124				
Anonimizado 124				
Anonimizado 124				
Anonimizado 124				
Anonimizado 124				
Anonimizado 124				
Anonimizado 124				
Anonimizado 125	22	60		Métodos Operativos y Estadísticos de Gestión
Anonimizado 125	286	30		Regulación y Gobernanza de la Seguridad
Anonimizado 125				
Anonimizado 125				
Anonimizado 125				
Anonimizado 125				
Anonimizado 125				
Anonimizado 125				
Anonimizado 125				
Anonimizado 125				
Anonimizado 125				
Anonimizado 125				
Anonimizado 126	271	60		Arquitectura de Computadores
Anonimizado 126	232	30		Arquitecturas Gráficas
Anonimizado 126				
Anonimizado 126				
Anonimizado 126				
Anonimizado 126				
Anonimizado 126				
Anonimizado 126				
Anonimizado 126				
Anonimizado 126				
Anonimizado 126				
Anonimizado 126				
Anonimizado 127	107	30	1	Programación Concurrente
Anonimizado 127	283	10		Inteligencia de la Seguridad
Anonimizado 127	277	30		Seguridad en Bases de Datos
Anonimizado 127	14	20		Fundamentos Físicos de los Computadores
Anonimizado 127				
Anonimizado 127				
Anonimizado 127				
Anonimizado 127				
Anonimizado 127				
Anonimizado 127				
Anonimizado 127				
Anonimizado 127				
Anonimizado 128	282	10		Auditoría
Anonimizado 128	70	30		Sistemas Operativos
Anonimizado 128	286	10		Regulación y Gobernanza de la Seguridad
Anonimizado 128	174	30		Informática y Competencia Digital Docente
Anonimizado 128				
Anonimizado 128				
Anonimizado 128				
Anonimizado 128				
Anonimizado 128				
Anonimizado 128				
Anonimizado 128				
Anonimizado 128				
Anonimizado 129	272	15		Diseño y Análisis de Algoritmos
Anonimizado 129	27	30		Sistemas Operativos
Anonimizado 129	53	20		Diseño y Análisis de Algoritmos
Anonimizado 129	55	20		Ingeniería del Software
Anonimizado 129				
Anonimizado 129				
Anonimizado 129				
Anonimizado 129				
Anonimizado 129				
Anonimizado 129				
Anonimizado 129				
Anonimizado 129				
Anonimizado 130				
Anonimizado 130				
Anonimizado 130				
Anonimizado 130				
Anonimizado 130				
Anonimizado 130	282	30		Auditoría
Anonimizado 130	276	50		Redes Avanzadas y Computación en la Nube
Anonimizado 130				
Anonimizado 130				
Anonimizado 130				
Anonimizado 130				
Anonimizado 130				
Anonimizado 131	33	30		Diseño de Sistemas Empotrados
Anonimizado 131	69	30		Sistemas Empotrados y de Tiempo Real
Anonimizado 131	106	30		Paradigmas de Programación
Anonimizado 131				
Anonimizado 131				
Anonimizado 131				
Anonimizado 131				
Anonimizado 131				
Anonimizado 131				
Anonimizado 131				
Anonimizado 131				
Anonimizado 131				
Anonimizado 132	133	60		Procesadores de Lenguajes
Anonimizado 132	134	30		Programación Declarativa
Anonimizado 132				
Anonimizado 132				
Anonimizado 132				
Anonimizado 132				
Anonimizado 132				
Anonimizado 132				
Anonimizado 132				
Anonimizado 132				
Anonimizado 132				
Anonimizado 132				
Anonimizado 133				
Anonimizado 133				
Anonimizado 133				
Anonimizado 133				
Anonimizado 133				
Anonimizado 133				
Anonimizado 133				
Anonimizado 133				
Anonimizado 133				
Anonimizado 133				
Anonimizado 133				
Anonimizado 133				
Anonimizado 134	80	10		Introducción a la Informática (Grupo 1)
Anonimizado 134	189	30		Modelado Geométrico
Anonimizado 134	181	20		Informática y Competencia Digital Docente
Anonimizado 134				
Anonimizado 134				
Anonimizado 134				
Anonimizado 134				
Anonimizado 134				
Anonimizado 134				
Anonimizado 134				
Anonimizado 134				
Anonimizado 134				
Anonimizado 135				
Anonimizado 135	183	20		Informática y Competencia Digital Docente
Anonimizado 135	207	30		Interacción Persona-Máquina y Usabilidad
Anonimizado 135	5	10		Minería de Datos
Anonimizado 135				
Anonimizado 135				
Anonimizado 135				
Anonimizado 135				
Anonimizado 135				
Anonimizado 135				
Anonimizado 135				
Anonimizado 135				
Anonimizado 136	61	30		Ampliación de Ingeniería del Software
Anonimizado 136	31	30		Desarrollo de Aplicaciones Distribuidas
Anonimizado 136				
Anonimizado 136				
Anonimizado 136				
Anonimizado 136				
Anonimizado 136				
Anonimizado 136				
Anonimizado 136				
Anonimizado 136				
Anonimizado 136				
Anonimizado 136				
Anonimizado 137	275	30		Metodologías de Desarrollo Seguro
Anonimizado 137	307	30		Programación II
Anonimizado 137				
Anonimizado 137				
Anonimizado 137				
Anonimizado 137				
Anonimizado 137				
Anonimizado 137				
Anonimizado 137				
Anonimizado 137				
Anonimizado 137				
Anonimizado 137				
Anonimizado 138	88	20		Diseño y Análisis de Algoritmos
Anonimizado 138	201	20		Algoritmos para Juegos
Anonimizado 138	82	20		Introducción a la Programación (Grupo 1)
Anonimizado 138				
Anonimizado 138				
Anonimizado 138				
Anonimizado 138				
Anonimizado 138				
Anonimizado 138				
Anonimizado 138				
Anonimizado 138				
Anonimizado 138				
Anonimizado 139	85	20		Análisis e Ingeniería de Requisitos
Anonimizado 139	4	40		Informática y Competencia Digital Docente
Anonimizado 139				
Anonimizado 139				
Anonimizado 139				
Anonimizado 139				
Anonimizado 139				
Anonimizado 139				
Anonimizado 139				
Anonimizado 139				
Anonimizado 139				
Anonimizado 139				
Anonimizado 140	264	20		Estructura de Computadores
Anonimizado 140	54	20		Estructura de Computadores
Anonimizado 140	271	20		Arquitectura de Computadores
Anonimizado 140				
Anonimizado 140				
Anonimizado 140				
Anonimizado 140				
Anonimizado 140				
Anonimizado 140				
Anonimizado 140				
Anonimizado 140				
Anonimizado 140				
Anonimizado 141	256	30		Estructuras de Datos
Anonimizado 141	210	30		Procesadores Gráficos Avanzados
Anonimizado 141				
Anonimizado 141				
Anonimizado 141				
Anonimizado 141				
Anonimizado 141				
Anonimizado 141				
Anonimizado 141				
Anonimizado 141				
Anonimizado 141				
Anonimizado 141				
Anonimizado 142	258	20		Introducción a la Ciberseguridad
Anonimizado 142	281	20		Análisis y Gestión del Riesgo
Anonimizado 142	284	20		Pentesting
Anonimizado 142				
Anonimizado 142				
Anonimizado 142				
Anonimizado 142				
Anonimizado 142				
Anonimizado 142				
Anonimizado 142				
Anonimizado 142				
Anonimizado 142				
Anonimizado 143	275	20		Metodologías de Desarrollo Seguro
Anonimizado 143	102	40		Seguridad Informática
Anonimizado 143				
Anonimizado 143				
Anonimizado 143				
Anonimizado 143				
Anonimizado 143				
Anonimizado 143				
Anonimizado 143				
Anonimizado 143				
Anonimizado 143				
Anonimizado 143				
Anonimizado 144	95	60		Desarrollo de Aplicaciones Web
Anonimizado 144				
Anonimizado 144				
Anonimizado 144				
Anonimizado 144				
Anonimizado 144				
Anonimizado 144				
Anonimizado 144				
Anonimizado 144				
Anonimizado 144				
Anonimizado 144				
Anonimizado 144				
Anonimizado 145	267	30		Programación Avanzada
Anonimizado 145	210	30		Procesadores Gráficos Avanzados
Anonimizado 145				
Anonimizado 145				
Anonimizado 145				
Anonimizado 145				
Anonimizado 145				
Anonimizado 145				
Anonimizado 145				
Anonimizado 145				
Anonimizado 145				
Anonimizado 145				
Anonimizado 146	224	30		Diseño Digital 3D
Anonimizado 146	184	30		Diseño Digital 2D
Anonimizado 146				
Anonimizado 146				
Anonimizado 146				
Anonimizado 146				
Anonimizado 146				
Anonimizado 146				
Anonimizado 146				
Anonimizado 146				
Anonimizado 146				
Anonimizado 146				
Anonimizado 147	237	20		Informática Gráfica
Anonimizado 147	251	20		Comportamiento de Personajes
Anonimizado 147				
Anonimizado 147				
Anonimizado 147				
Anonimizado 147				
Anonimizado 147				
Anonimizado 147				
Anonimizado 147				
Anonimizado 147				
Anonimizado 147				
Anonimizado 147				
Anonimizado 148	62	30		Estructuras de Datos Avanzadas
Anonimizado 148	64	20		Interacción Persona-Ordenador
Anonimizado 148	86	10		Arquitectura e Ingeniería de Computadores
Anonimizado 148				
Anonimizado 148				
Anonimizado 148				
Anonimizado 148				
Anonimizado 148				
Anonimizado 148				
Anonimizado 148				
Anonimizado 148				
Anonimizado 148				
Anonimizado 149	23	10		Organización de Computadores
Anonimizado 149	132	30		Interacción Persona-Ordenador
Anonimizado 149				
Anonimizado 149				
Anonimizado 149				
Anonimizado 149				
Anonimizado 149				
Anonimizado 149				
Anonimizado 149				
Anonimizado 149				
Anonimizado 149				
Anonimizado 149				
Anonimizado 150	104	30		Ingeniería de Sistemas de Información
Anonimizado 150	283	30		Inteligencia de la Seguridad
Anonimizado 150	276	30		Redes Avanzadas y Computación en la Nube
Anonimizado 150				
Anonimizado 150				
Anonimizado 150				
Anonimizado 150				
Anonimizado 150				
Anonimizado 150				
Anonimizado 150				
Anonimizado 150				
Anonimizado 150				
Anonimizado 151	29	60		Ampliación de Sistemas Operativos
Anonimizado 151	190	30		Multimedia
Anonimizado 151	270	30		Técnicas de Hacking
Anonimizado 151	125	30		Organización y Arquitectura de Computadores
Anonimizado 151				
Anonimizado 151				
Anonimizado 151				
Anonimizado 151				
Anonimizado 151				
Anonimizado 151				
Anonimizado 151				
Anonimizado 151				
Anonimizado 152	61	20		Ampliación de Ingeniería del Software
Anonimizado 152	270	60		Técnicas de Hacking
Anonimizado 152	263	30		Desarrollo Web Seguro
Anonimizado 152	78	30		Estructuras de Datos (Grupo 2)
Anonimizado 152	278	16		Sistemas de Información
Anonimizado 152	129	20		Ampliación de Ingeniería del Software
Anonimizado 152				
